School,Program,Level,Added on,Decision,GPA,GRE V,GRE Q,GRE AW,Comment
ETH Zurich,Chemistry,Masters,"March 04, 2021",Rejected,3.65,158,,4.50,"Decent TOEFL & GRE with 3.65/4.0 overall GPA & 3.93/4.0 major GPA. 2.5 years of undergraduate research experience. It seems strange for me to be rejected. It's just a Master program, not PhD!"
ETH Zurich,Data Science,Masters,"February 25, 2021",Rejected,,156,,4.50,"First Class Math & Stats degree from one of the G5, 1+ year in the industry as a data analyst with projects and experiences in machine learning. Always heard that GPA matters a lot to them but didn't expect to this extent.."
ETH Zurich,Electrical Engineering,Masters,"February 22, 2021",Accepted,,164,,4.00,"From University of Patras(Greece)-ECE. GPA: 8.56/10, Ranking: 3/250. No publications, no work experience. For all future applicants: You have to put your qualifications into context. Having a GPA of 9/10 means absolutely nothing if there are a lot of students(>10%) with 9/10 or more or if your university does not have many competitive students(ranking does not matter-there are universities that are ranked in a low position globally but attract many good native students). Likewise, in some University systems doing an internship in summer or publishing 2-3 papers before graduating is the norm, while in others it is virtually unheard of. Do not be discouraged if you see other people that seem to have much better qualifications than you do. Not everything that shines is gold, and not all gold shines equally bright. Best of luck to everything you do."
ETH Zurich,Micro- And Nanosystems MSc,Masters,"February 19, 2021",Rejected,3.73,,,,"Asian student in British uni. IELTS7.5, average GPA and no GRE. I think my undergrad course matches enough... Good luck for others!"
,,,,,,,,,
ETH Zurich,Mechanical Engineering,Masters,"February 19, 2021",Rejected,,,,,
ETH Zurich,Robotics,Masters,"February 19, 2021",Accepted,,,,,
UZH/ETH Zurich,Neural Systems and Computation,Masters,"March 25, 2020",Rejected,3.33,,,,Found the email in spam.
ETH Zurich,"ESOP, ETH-D",Masters,"March 18, 2020",Rejected,,,,,Rej from ESOP and ETH-D. Extremely sad :(
ETH Zurich,Pharmaceutical Sciences,Masters,"March 12, 2020",Accepted,3.80,155,,3.50,The withdraw button had disapeared a week ago before I received the letter.
ETH Zurich,ESOP,Masters,"March 11, 2020",Rejected,,,,,
ETH Zurich,Computational Science and Engineering,Masters,"March 11, 2020",Accepted,,,,,"BSc in Mechanical Eng. from Hungary with the highest GPA, 5-6 research projects, 1 conference talk, 1 conference publication (3 citations), 2 research internships in South Korea, TA for a term, 2 very strong LoRs from important names, strong Motivation Letter, highly technical SoP. From the beginning of March I am also working at ETH as a scientific assistant."
ETH Zurich,Health Science and Technology,Masters,"March 10, 2020",Other,3.95,163,,4.50,"Accepted ESOP on March 10th, 2020. For future reference, they claim 60 are given out each year."
ETH Zurich,ESOP,Masters,"March 10, 2020",Other,,,,,"Do they send all acceptances all at once and all rejections all at once, or they are sent by each department separately ?"
ETH Zurich,Physics,Masters,"March 10, 2020",Accepted,,,,,Received the acceptance to ESOP today!
,,,,,,,,,
ETH Zurich,Physics,Masters,"March 10, 2020",Accepted,,,,,Received the acceptance to ESOP today!
ETH Zurich,Pure Mathematics,Masters,"March 04, 2020",Accepted,,,,,
ETH Zurich,Pure Mathematics,Masters,"March 04, 2020",Accepted,,,,,
ETH Zurich,Chemistry,Masters,"March 02, 2020",Rejected,3.83,,,,No research experience. GPA 3.83 Excellent GRE. BSc Chemistry from high international ranking university
ETH Zurich,Health Science and Technology,Masters,"March 02, 2020",Accepted,3.95,163,,4.50,American with 4+ years of research experience and one paper. Planning to major in neuroscience. Happy :)
ETH Zurich,Computational Science and Engineering,Masters,"March 02, 2020",Rejected,,,,,"Got the reject email, though the status on the eapply website hasn't changed yet. The 'Withdraw' button disappeared but didn't come back. Major in CS."
ETH Zurich,Data Science,Masters,"March 02, 2020",Accepted,3.92,157,,5.00,"Senior from the best university in Turkey, EEE. 112 TOEFL, strong LoRs and SoP."
ETH Zurich,Data Science,Masters,"March 02, 2020",Accepted,,,,,"Statistics undergrad with minor in CS from a German uni. Very good GPA, strong LoRs I guess."
ETH Zurich,Applied Mathematics,Masters,"March 02, 2020",Accepted,3.93,,,,Applied mathematics major from top french engineering school. GPA: 3.93/4.00. Still waiting for ESOP. (Interview done a month ago)
ETH Zurich,Computational Biology and Bioinformatics,Masters,"February 28, 2020",Accepted,,159,,4.50,
ETH Zurich,Biology,Masters,"February 25, 2020",Accepted,3.70,156,,,"Top French University, two research internships."
ETH Zurich,High Energy Physics,Masters,"February 25, 2020",Other,,,,,"To anyone who has been accepted, have you heard anything about scholarship results?"
ETH Zurich,High Energy Physics,Masters,"February 25, 2020",Accepted,3.59,155,,3.50,"Thought I was done for after rejections from MIT, Boulder and Berkeley! They emailed saying they would send a letter and info by post."
ETH Zurich,Biotechnology,Masters,"February 25, 2020",Rejected,,165,,4.50,
ETH Zurich,Robotics,Masters,"February 10, 2014",Rejected,,,,,This was surely not expected. Very dissapointed!!! :(
ETH Zurich,Computational Science and Engineering,Masters,"March 25, 2013",Accepted,,160,,4.50,
ETH Zurich,Mathematics MSc,Masters,"March 17, 2013",Accepted,,,,,
ETH Zurich,Applied Mathematics,Masters,"March 13, 2013",Accepted,3.71,155,,4.00,"Accepted in the M.Sc program in Applied Mathematics, but rejected from the Excellence Scholarship program. 1 publication, 2 excellent LORs, strong SOP, from one of the top school in Canada. Though adequate I suspect my GPA and or GRE was not high enough for the Excellence Scholarship program. I also had one or two missing classes from their required curriculum to study in applied mathematics. Still very happy, as ETH was my top choice!"
ETH Zurich,Electrical Engineering And Information Technology,Masters,"March 06, 2013",Accepted,,,,,Great school and excellent city. Good luck to other applicants.
ETH Zurich,Nuclear Engineering,Masters,"February 27, 2013",Accepted,,161,,4.50,
,,,,,,,,,
ETH Zurich,Electrical Eng. And Information Tech,Masters,"February 27, 2013",Accepted,3.80,610,,4.50,"I asked them my status of admission, and the secretary told me that I'm admitted, but the official letter will come later."
ETH Zurich,Chemistry MSc,Masters,"February 26, 2013",Rejected,,,,,"bad gpa in good university, 2 years research experience"
ETH Zurich,Chemistry MSc,Masters,"February 26, 2013",Rejected,,,,,"1st author paper, 2 years research exp. Bad cgpa in undergrad but gr8 college."
ETH Zurich,Statistics,Masters,"February 26, 2013",Accepted,,,,,
ETH Zurich,Robotics Systems And Control,Masters,"February 25, 2013",Accepted,3.75,146,,3.00,"From CUHK, with few years working experience as firmware engineer. Waiting for official letter of admission."
ETH Zurich,Statistics,Masters,"February 15, 2013",Accepted,,161,,4.50,Electrical engineering major from India
ETH Zurich,Electrical Engineering+Information Technology,Masters,"February 12, 2013",Accepted,,169,,3.50,"Current Undergraduate at NIT, India.. High CGPA, Good GRE scores( 151-V; 169-Q;3.5-AWA) , high IELTS( 8.5/9).. four research publications.. 3 journals under review.. one SCI.. good LOR"
ETH Zurich,Robotics,Masters,"February 20, 2012",Accepted,3.61,540,,4.50,No publications; Student of new IIT (Hyderabad)
Swiss Federal Institute Of Technology Zurich (ETH Zürich),Department Of Mechanical Engineering,Masters,"March 11, 2011",Accepted,3.76,790,,4.00,Excellence Scholarship
ETH Zurich,Physics,Masters,"November 30, 2001",Accepted,,,,,"Accepted for the Master's, interview for ESOP on February 11th"
,,,,,,,,,
ETH Zurich,Nuclear Engineering,Masters,"November 30, 2001",Accepted,,,,,No info on ESOP. 8.78/10 GPA. 2 years of research experience. 2 planned publications
ETH Zurich,Mechanical Engineering,Masters,"November 30, 2001",Rejected,,,,,
Eth Zurich,Mechanical Engineering,Masters,"November 30, 2001",Rejected,3.30,,,,"Too 20% NUS, Singapore. 330 GRE, would have been awesome to get in! Was my first choice"
ETH Zurich,Mechanical Engineering,Masters,"November 30, 2001",Accepted,,,,,
ETH Zurich,ESOP,Masters,"November 30, 2001",Other,,,,,Has anyone heard about Excellence Scholarship or Master Scholarship from MSc Energy Science and Technology or MSc Mechanical Engineering?
ETH Zurich,Neural Systems & Computation,Masters,"November 30, 2001",Accepted,3.50,,,,App deadline: 15th Sept; Interviewed on 11th Oct. So excited :D
ETH Zurich,Chemical And Bioengineering,Masters,"November 30, 2001",Rejected,,,,,"It is a one-year program and there are not much seats for international applicants, about 1 to 2."
ETH Zurich,Mathematics,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,(Pure) Mathematics,Masters,"November 30, 2001",Accepted,,,,,
ETH Zurich,Electrical Engineering + Information Tech,Masters,"November 30, 2001",Rejected,4.00,155,,3.00,Chosen stream is Computers and Networks
,,,,,,,,,
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Accepted,,,,,Ranked as 1st of a top 10 Spanish univerity. 1 year of relevant work experience. No publications. Very strong extracurriculars.
ETH Zurich,Biology,Masters,"November 30, 2001",Rejected,,,,,Im so sad...............it was the one school that i thought i might have chance but......................................:(
ETH Zurich,"Robotics, System And Control",Masters,"November 30, 2001",Rejected,,,,,Good luck to those selected!
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,3.24,149,,3.00,I always wanted to get into ETH Zurich. Will hang my rejection letter on my wall .
ETH Zurich,Physics,Masters,"November 30, 2001",Accepted,,166,,4.00,"Good grades, several relevant projects. No word on ESOP"
ETH Zurich,Physics,Masters,"November 30, 2001",Accepted,3.80,161,,3.50,"Relatively high scores and GPA, some projects, but no publications."
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Accepted,3.10,,,,"Determination, a thorough application, and excellent references helped."
ETH Zurich,Physics,Masters,"November 30, 2001",Accepted,,,,,"Good grades, strong extracurriculars (5 languages and others artistic degrees), strong research experience (3 internships) and teaching assistant experience."
ETH Zurich,Physics,Masters,"November 30, 2001",Accepted,3.90,,,,
ETH Zurich,Biology,Masters,"November 30, 2001",Accepted,3.70,154,,3.00,"Major courses are taught by English during undergraduate study, 88.76/100, really excited!"
,,,,,,,,,
Eth Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,3.70,167,,4.50,2nd attempt. First class mechanical BEng from UK top 10 university.good references. 2 years technical R&D experience in well known institutions. Low grades in first year (mid 2:1) may be hindering me.
ETH Zurich,Robotics,Masters,"November 30, 2001",Accepted,3.60,160,,,BSc in Physics and M.E. Won Venture Tech competiton. Numerous extracurriculars. Multiple internships. Pending chemistry publications
ETH Zurich,Energy Science And Technology,Masters,"November 30, 2001",Accepted,,,,,"Still doing Bachelor in The Netherlands, haven't heard anything about ESOP"
ETH Zurich,Neural Systems & Computation,Masters,"November 30, 2001",Rejected,,,,,"Not even waitlisted smh. Good references, good extra-curriculars. Bad grades."
ETH Zurich,Neural Systems and Computation,Masters,"November 30, 2001",Rejected,3.60,,,,4 pubs. 2:1 in top 100 UK university.
ETH Zurich,Biotechnology,Masters,"November 30, 2001",Accepted,3.60,160,,3.50,
ETH Zurich,Neural Systems and Computation,Masters,"November 30, 2001",Other,,,,,I was just invited for an interview. When you receive an invitation depends highly on the schedule of your preferred advisor(s).
ETH Zurich,"ESOP, Robotics Systems And Control Master",Masters,"November 30, 2001",Rejected,,,,,"No ESOP and no Master scholarship either, but at least I got accepted in the master, really happy about that"
ETH Zurich,"Management, Technology And Entrepeneurship (MTE)",Masters,"November 30, 2001",Accepted,,,,,"B.Sc. in engineering and business, Not very exciting/famous/good German Uni, placed in top 2%, TOEFL > 110, very good industry and international experience, very good recos. Have to wait for the postal letter regarding required bachelor subjects to catch up (might have to add 1-2 semesters)"
ETH Zurich,Spatial Development And Infrastructure Systems,Masters,"November 30, 2001",Accepted,,,,,Good GRE. Top Brazilian University. Internship. Researched with an ETH software. Currently working at ETH as a student assistant. Still have to get to proficient German-level before starting at Spring 2017!
,,,,,,,,,
ETH Zurich,Earth Science,Masters,"November 30, 2001",Interview,,,,,"invited for ESOP, 1st class honours from Aust uni, two 1st author papers, 1 conference paper, 1 international award. Still waiting on US offers (God dam you Trump!)"
ETH Zurich,Earth Sciences,Masters,"November 30, 2001",Accepted,,,,,"I am over the moon!1 st class bachelor from UK (not very exciting Uni), lots of international experience, no publications just few internships. I am sure determiantion and very good references helped a lot. Still waiting for an info about ESOP and do not know what do to as I also got admission for a paid PhD in UK. Good luck for everyone waiting for the results! *major in Mineralogy and Geochemistry."
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,3.70,168,,5.00,
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,3.82,155,,3.50,"Canadian math undergrad, had academic and industry research experience in applied math. Reference letters were from thesis professor and summer research professor."
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,,,,,
Eth Zurich,Material Science,Masters,"November 30, 2001",Rejected,4.00,162,,3.50,
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,,,,,
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,3.80,157,,3.50,
ETH Zurich,Materials Science And Engeneering,Masters,"November 30, 2001",Accepted,3.75,160,,3.50,
ETH Zurich,Biology,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,Mechanical Engineering,Masters,"November 30, 2001",Interview,,,,,"I had my interview, and they said the results would be given soon. No response since. Anyone else?"
ETH Zurich,Energy Science & Technology,Masters,"November 30, 2001",Accepted,4.00,157,,4.00,
ETH Zurich,Electrical Engineering + Information Technology,Masters,"November 30, 2001",Accepted,3.91,157,,4.00,
ETH Zurich,Mechanical Engineering,Masters,"November 30, 2001",Accepted,,,,,"very high GPA, top Italian University, no GRE, IELTS 7.5"
ETH Zurich,Department Of Earth & Environmental Sciences,Masters,"November 30, 2001",Accepted,3.75,170,,4.50,"Accepted for ESOP I am over the moon! This was my dream school. Uchicago undergrad, gpa:3.75, GRE q/v 168/170; internships every summer and volunteered in lab during school year. No publications."
ETH Zurich,Civil & Environmental Engineering - Environmental Engineering,Masters,"November 30, 2001",Accepted,,,,,Still no word on ESOP and MSP though.
ETH Zurich,Robotics,Masters,"November 30, 2001",Rejected,3.30,170,,3.00,"Congratulations, you've been rejected"
ETH Zurich,Electrical Engineering And Information Technology,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,Electrical Engineering And Information Technology,Masters,"November 30, 2001",Rejected,3.35,158,,3.50,Bologna autumn application.
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,,,,,Dream school. Very happy.
,,,,,,,,,
ETH Zurich,MSc Statistics,Masters,"November 30, 2001",Accepted,,,,,First acceptance!
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,3.60,156,,4.50,
ETH Zurich,"MSc Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,3.88,161,,4.00,No idea what went wrong!
ETH Zurich,"Robotics Systems And Control, MSc",Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,Robotics Systems And Control,Masters,"November 30, 2001",Rejected,3.52,157,,3.50,
ETH Zurich,ESOP,Masters,"November 30, 2001",Rejected,,,,,Just got an email I got rejected for the ESOP and Masters scholarship. Got accepted for the MSc. but now can't attend. Sucks honestly.
ETH Zurich,"MSc Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,"ESOP, MSP",Masters,"November 30, 2001",Rejected,,,,,"Received an email. No ESOP, no MSP. Still expecting admission results."
ETH Zurich,"MSP, ESOP",Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,"Mechanical Engineering (robotics, Systems And Control)",Masters,"November 30, 2001",Accepted,,,,,Had ESOP interview Feb. 2 but no decision yet.
,,,,,,,,,
ETH Zurich,(Pure) Mathematics,Masters,"November 30, 2001",Accepted,,,,,"Decent grades, good recommendations from Belgian university. Took extra classes in preparation for ETH Zurich, I think that was the most important thing."
ETH Zurich,Biotechnology,Masters,"November 30, 2001",Accepted,3.91,160,,4.50,Had an interview for ESOP one month ago. Still wating for its result.
ETH Zurich,Computational Biology and Bioinformatics,Masters,"November 30, 2001",Accepted,,,,,"Good GPA, 1 internship, strong LoR, the curriculum at home university matches CBB program. No info about scholarships."
ETH Zurich,Computational Biology & Bioinformatics (CBB),Masters,"November 30, 2001",Accepted,3.50,,,,"Biochem background at a known US uni, 1 year bioinformatics work experience."
ETH Zurich,(Applied Mathematics),Masters,"November 30, 2001",Accepted,,,,,
ETH Zurich,Comparative And International Studies,Masters,"November 30, 2001",Rejected,2.00,170,,5.00,"preliminary exams results at Oxbridge 2.1, predicted 1st in finals. Based on previous posters, assume they're quite grade-focused.."
ETH Zurich,Data Science,Masters,"November 30, 2001",Rejected,3.40,152,,3.50,"TOEFL: 105, Normal SoP and Recommendation letters I guess. Summer research experience (not published paper)"
ETH Zurich,"ESOP, Robotics Systems And Control Master",Masters,"November 30, 2001",Accepted,,,,,Excellence Scholarship & Opportunity Award. The official offer will be sent by postal mail
ETH Zurich,"ESOP, Robotics Systems And Control Master",Masters,"November 30, 2001",Other,,,,,To the poster below who asked about the ESOP: I just received the email notification a few hours ago. 1hr before my posting. It said that the official letter will then be sent by postal mail. I received my program acceptance on Feb 13. Wish you also have some good news.
ETH Zurich,( ECE ) Electrical Engineering + Information Technology,Masters,"November 30, 2001",Other,,,,,"Those who got ESOP acceptances today, did you guys have interviews?"
,,,,,,,,,
ETH Zurich,CBB,Masters,"November 30, 2001",Accepted,,,,,"Admitted to CBB, HST and Biology MSc programs, and got one ESOP via e-mail today (not mentioning which one admitted in the e-mail, other two rejected earlier). High GPA and rank, good and clear research proposal, no paper. Had two interviews last month: HST on Feb 6 and CBB on Feb 9."
ETH Zurich,"ESOP, Management, Technology And Economics",Masters,"November 30, 2001",Accepted,,,,,"MTEC accepted on 02/28, postal received on 03/09; ESOP accepted on 03/09."
ETH Zurich,ESOP,Masters,"November 30, 2001",Accepted,,,,,ESOP application accepted by email (03/09)
ETH Zurich,Nuclear Engineering,Masters,"November 30, 2001",Accepted,,,,,"Belgian student. Had an internship at ETH, and great LOR."
ETH Zurich,( ECE ) Electrical Engineering Information Technology,Masters,"November 30, 2001",Other,,,,,ESOP/MSP rejected
ETH Zurich,Biotechnology,Masters,"November 30, 2001",Accepted,3.91,160,,4.50,MSP Accepted.
ETH Zurich,Statistics MSc,Masters,"November 30, 2001",Other,,,,,The withdraw button on the eApply page disappeared.
ETH Zurich,Electrical Engineering & Information Technology,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,Earth Science,Masters,"November 30, 2001",Accepted,,,,,
ETH Zurich,RSC,Masters,"November 30, 2001",Accepted,,,,,I just got the email.
,,,,,,,,,
ETH Zurich,"Robotics Systems And Control,",Masters,"November 30, 2001",Accepted,,,,,Received the email two hours ago.
ETH Zurich,High Energy Physics,Masters,"November 30, 2001",Other,,,,,My withdraw button disappeared today. Anyone else with the same?
ETH Zurich,Chemical And Bioengineering,Masters,"November 30, 2001",Accepted,3.86,,,,
ETH Zurich,Statistics,Masters,"November 30, 2001",Other,,,,,withdraw button is back. Anyone knows what does this mean?
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,,161,,4.00,Withdraw button disappeared a week ago. Bachelor's in Mechanical Engineering from India. Decent GPA. 8.5/10 Very Disappointed. Will hand the rejection letter on my hostel wall.
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,,164,,4.00,Bachelor's in Mechanical Engineering from IIT India. GPA: 8.7/10. Good recommendation letter. Very good robotics projects. Intern in Bosch and one patent. Still got rejected. Disappointed. Withdraw button disappeared on 18 Feb 2019. All the best who got selected. It was my dream university. Will post the rejection letter on my wall to get motivated.
ETH Zurich,"Robotics, Systems And Control",Masters,"November 30, 2001",Rejected,3.55,161,,4.00,
ETH Zurich,High Energy Physics,Masters,"November 30, 2001",Accepted,,152,,4.00,"After 8 rejects (from US) here comes ETH! Indian Undergrad, CERN Summer Student, 2 other research experiences, No publications. GRE verbal score was a bit low, unlike my hope. All the best!"
ETH Zurich,High Energy Physics,Masters,"November 30, 2001",Accepted,,157,,5.00,"So happy about the admission ! No word regarding my corresponding ESOP & MSP application though. Best of luck to everybody else. If you get rejected, remember that it is on your hands to not lose hope and find your unique way through life. You can always play your cards right ;)"
ETH Zurich,Physics,Masters,"November 30, 2001",Other,,,,,TTPsB: did you receive the notification today? When? Please share more info! Thanks!
,,,,,,,,,
ETH Zurich,Data Science,Masters,"November 30, 2001",Accepted,3.97,,,,GPA 4.96/5 at the best university of my small European country. No GRE. No publications. Excellent recommendation letters as far as I know.
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,3.80,170,,3.50,
ETH Zurich,Robotics Systems And Control RSC,Masters,"November 30, 2001",Accepted,,,,,"I had already posted here when I got the admission email. Got official letter today, it was sent on the 21st of Feb. I live in central Italy. Should I stop hoping for MSP / ESOP? I haven't seen anything about it for the RSC masters..."
ETH Zurich,Data Science,Masters,"November 30, 2001",Accepted,,,,,"The withdraw button disappeared a couple of days ago, and got the result today. Good GPA with some research experience."
ETH Zurich,Mechanical Engineering,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,"Management, Technology And Economics (MTEC)",Masters,"November 30, 2001",Accepted,3.82,143,,3.50,"For future applicants: GPA 3.82/4.2: Non-European bachelor I took courses on Management, Entrepreneurship, and Business while doing engineering 2 years work experience (1 year in Switzerland) in IT/CS 3 publications related to innovations (innovative engineering products) Good recommendations (1 from ETH PhD alumni) SOP - I said how I aligned myself to pursue a career in Management and Technology Good luck and may you live your dream too!!!"
ETH Zurich,Data Science,Masters,"November 30, 2001",Rejected,3.85,,,,"No GRE. Have a degree in Mathematics and Computer Science, 3 years of professional experience in the field."
ETH Zurich,Data Science,Masters,"November 30, 2001",Rejected,3.49,158,,4.00,Just graduated in 2018 and applied to ETH Zurich in 2019
ETH Zurich,Mechanical Engineering,Masters,"November 30, 2001",Rejected,3.67,163,,4.00,"Internship at CERN. Excellent LoRs from professors that I have worked with. SOP was nearly perfect, covering all of the required aspects. Development and research experience in my chosen field. My pre-proposal was praised by a professor at ETH Zurich for being excellent and very relevant to recently started activities in the department. Yet I received a generic rejection letter."
ETH Zurich,Data Science,Masters,"November 30, 2001",Rejected,,,,,"84% GPA, no GRE, very good SoP, 2 strong letters of recommendation (one from an ETH PhD alumnus) and a good one, internships abroad (with a company from Big 4). GPA is probably the most important factor, as I have seen people with no other experience than what you do in college being accepted."
,,,,,,,,,
ETH Zurich,Physics,Masters,"November 30, 2001",Accepted,3.70,149,,3.50,
ETH Zurich,Data Science,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,Data Science,Masters,"November 30, 2001",Rejected,,157,,4.00,Bachelors in Computers Science from IIT Pakistan in PoK. Decent GPA - 8.7. Went to exchange to IIT India. Got very very excellent lor's. Intern in LET. Very very disappointed. wanted to go to dream university. Will keep the rejection letter with me for a month to get going again. Now only is to go India and study. ......ALL the best to all who got selected. Withdraw button disappeared on 21st Feb.
ETH Zurich,Environmental Science,Masters,"November 30, 2001",Accepted,,,,,
ETH Zurich,Biomedical Engineering,Masters,"November 30, 2001",Accepted,3.81,156,,3.50,Yeay !
ETH Zurich,Biotechnology,Masters,"November 30, 2001",Accepted,,159,,4.00,
ETH Zurich,Biotechnology,Masters,"November 30, 2001",Rejected,,,,,
ETH Zurich,Statistics,Masters,"November 30, 2001",Accepted,3.69,150,,3.00,
ETH Zurich,Integrated Building Systems,Masters,"November 30, 2001",Accepted,3.64,145,,3.00,
ETH Zurich,Process Engineering,Masters,"November 30, 2001",Rejected,3.67,156,,4.00,Dream school :/ Sad but oh well
,,,,,,,,,
ETH Zurich,ETH Electrical Engin. + Information Technology MSc,Masters,"November 30, 2001",Rejected,3.63,146,,3.00,
ETH Zurich,Electrical Engin. + Information Technology,Masters,"November 30, 2001",Accepted,,,,,2 conference papers
ETH Zurich,Robotics Systems And Control,Masters,"November 30, 2001",Rejected,3.65,159,,4.50,"2 years of research experience. Third author in a CoRL publication. Kind of disappointed, but I couldâ€™ve written a clearer SoP"
ETH Zurich,Quantum Engineering MSc,Masters,"November 30, 2001",Accepted,4.00,,,,"No GRE, no research experience, coming from an Italian highly ranked University"
UZH/ETH Zurich,Neural Systems and Computation,Masters,"November 30, 2001",Interview,3.72,168,,3.00,Interviewed on phone call on 04/03. The professor said that the decision will be made in 10 days.
UZH/ETH Zurich,Neural Systems and Computation,Masters,"November 30, 2001",Accepted,3.72,168,,3.00,I might be the first to get in as a material science major student. Did chose tons of courses in EE though.
eth,biotec,Masters,"March 12, 2025",Accepted,,,,,"9.6/10 GPA, 3 internships (1 in US, 1 in Switzerland, 1 in my country), top 3% in the generation"
ETH,Data Science,Masters,"March 19, 2024",Rejected,,,,,"International student (univ best in country, top 100-150 QS overall), GPA 4.98/5.0 pure math programme, TOEFL ibt 104/120, no GRE, 1 international conf publication, 3 homeregion conf publications (all in statistics), 1 Data Science internship in homecountry, 1 Data Science internship in big international company, 3 recommendational letters (employer + prof. in uni + prof from research institute). Dissapointed((((("
ETH,"MSc. Management, Technology And Economics",Masters,"March 11, 2022",Accepted,3.20,,,,"Undergraduate degree from RWTH Aachen University in Industrial Engineering, (Noten-DS: 2,2; confirmed top 10%); already got a Master's degree in Aerospace Engineering, 3 internships of which 2 management related and a long-term student assistant research job, mediocre SoP, strong LoRs (1 from industry and 1 from professor), no GRE or GMAT"
Eth,Bioinformatics,Masters,"May 21, 2021",Accepted,,,,,
ETH UZH,Quantitative Finance,Masters,"March 18, 2020",Interview,,,,,
ETH,"ETH-D Scholarship, Quantum Engineering",Masters,"March 17, 2020",Accepted,4.00,,,,
ETH,Computer Science ESOP/ETH-D,Masters,"March 11, 2020",Rejected,,,,,
ETH,Chemistry,Masters,"March 02, 2020",Accepted,,,,,Finally!!!! Chemistry Department!!!! German Bachelor with 1.28. No research experience. Hiwi job for 2 years and practical experience.2 LoR. No interview invitation yet.
ETH,Computer Science,Masters,"March 02, 2020",Accepted,,,,,Withdraw button disappeared and re-appeared.
ETH,Statistics,Masters,"May 17, 2013",Accepted,,,,,
ETH,Computer Science,Masters,"March 13, 2013",Rejected,,,,,ETH excellence scholarship rejected
ETH,Biotechnology,Masters,"March 01, 2013",Accepted,,,,,No news on scholarships.
Eth,Physics,Masters,"February 15, 2013",Rejected,4.00,,,,
ETH,Computer Science,Masters,"November 30, 2001",Rejected,,,,,"Top 10% of my year, 1 internship. Theoretical CS track."
,,,,,,,,,
ETH,Department Of Mechanical Engineering,Masters,"November 30, 2001",Rejected,,156,,4.50,"I have a lot of internships. Not much of research experience. Would suggest people to build an ""academic"" profile. From one of the best engineering schools in India."
ETH,Data Science,Masters,"November 30, 2001",Accepted,,,,,
ETH,Quantum Engineering MSc,Masters,"November 30, 2001",Accepted,,,,,
ETH (Swiss Federal Institute Of Technology),Management Technology And Economics,Masters,"November 30, 2001",Rejected,3.30,,,,
